list_order,code,market,fund_name,latest_updated_prospectus_date,latest_prospectus_any_date,latest_product_summary_date,pcf_asof,pcf_rows,pcf_cash_flag,pcf_has_159900,prospectus_basis,creation_buy_deadline,redemption_sell_deadline,subscription_cash_substitution_mode,subscription_cash_substitution_settlement_time,subscription_fund_units_settlement_time,subscription_fund_units_available_time,cash_difference_announcement_time,cash_difference_clearing_time,cash_difference_settlement_time,subscription_cash_substitution_refund_time,redemption_fund_units_settlement_time,redemption_cash_substitution_mode,redemption_cash_substitution_arrival_time,rtgs_subscription,rtgs_basis,rtgs_note,same_day_netting_manager,same_day_netting_evidence,cash_difference_schedule,creation_cash_sub_schedule,redemption_cash_sub_schedule,overall_status,evidence_url,prospectus_file,prospectus_text_file,open_question
168,520730,SH,万家恒生港股通汽车主题ETF,,2026-03-31,,2026-09-09,40,必须,NO,initial_only,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,T 日后的第 2 个港股通交收日后的 2 个工作日内,T 日,代收代付,自有效赎回申请之日起 7 个工作日内,PASS,fund_document,任公司相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement ，简称 RTGS）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。 登记机构在 T+1 日内办理现金差额的清算，基金管理人与申购赎回代理券商在 T+2 日内办理现金差额的交收。 投资者,PASS,fund_specific_explicit,T+1清算；T+2交收,T 日后的第 2 个港股通交收日后的 2 个工作日内， 基金管理人将应退款或补款与相关申购赎回代理券商办理交收,T 日根据赎回申请代投资者卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/520730,AN202603301820866372.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520730/520730_招募说明书_20260331.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520730/520730_招募说明书_20260331.txt,东财暂未找到更新招募书，继续监测
169,513190,SH,华夏中证港股通内地金融ETF,2026-05-29,2026-05-29,2026-05-29,2026-09-09,48,必须,NO,updated,T日内,T日内,招募书未直接说明,T日,T日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T日,T+2日内,T日后的第2个港股通交易日后的2个工作日内,T日,代收代付,T日后的第3个港股通交易日后的第2个工作日内,PASS,fund_document,收适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称RTGS） 模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 1）申购的清算交收投资者T日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在T日日间实时办理基金份额及现金替代的交收；T日日间未进行勾单确认或日间资金不足的，登记机构在T日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在T+2日内办理现金差额的交收。 2）赎回的清算交收投资者T日赎回申请受理后，登记机构在T日收市后为投,PENDING,risk_or_non_operational,T+1清算；T+2交收,T日在证券交易所无交易的，取最近交易日的收盘价,T日内，基金管理人根据赎回规模进行被替代证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/513190,AN202605281822952662.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513190/513190_更新招募说明书_20260529.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513190/513190_更新招募说明书_20260529.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
170,513090,SH,易方达中证香港证券投资主题ETF,2026-06-26,2026-06-26,2026-08-11,2026-09-09,17,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+2 日,T 日后的三个港股通交易日内,T 日收市后,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,本基金的《招募说明书》及《基金合同》。 5、在目前结算规则下， 投资者当日申购的基金份额， 清算交收完成后方可卖出和赎回， 即 T 日申购的基金份额且日间完成 RTGS(实时逐笔全额结算)交收的，T 日可卖出和赎回， 而 T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 投资者投资于本基金前请认真阅读证券交易所和登记结算机构关于 ETF 的相关业务规则及其不时的更新， 确保具备相关专业知识、 清楚了解相关规则流程后方可参与本基金的申购、 赎回及交易。 投资者一旦申购或赎回本基金， 即表示对基金申购和赎回所涉及的登记方式以及申购赎回所涉及现金替代、现金差额等相关的交收方式及业务规则已经认可。 6、基金的过往业,PASS,fund_specific_explicit,T+1清算；T+2交收,T 日后的三个港股通交易日内， 基金管理人将应退款或补款与相关申购赎回代理券商办理交收， 当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延,T 日内卖出组合证券中被替代的成份证券,PASS,"https://fund.eastmoney.com/gonggao/513090,AN202606251823859042.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513090/513090_更新招募说明书_20260626.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513090/513090_更新招募说明书_20260626.txt,
171,520670,SH,嘉实恒生港股通科技主题ETF,2026-07-15,2026-07-15,2026-06-11,2026-09-09,31,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+3 日内,T+3 日（指开放日）内,T 日收市后,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,关业务规则和参与各方相关协议及其不时修订的有关规定。 对于本基金的申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者T 日现金申购后， 如交易记录已勾单且申购资金足额的， 登记结算机构在T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的， 登记结算机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收；在 T+1 日内办理现金差额的清算， 并将结果发送给申购赎回代理券商、 基金管理人和基金托管人。 基金管理人与申购赎回代理券商在T+3 日内办理现金差额的交收。 投资者,PENDING,not_found,T+1清算；T+3交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，T 日内， 基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/520670,AN202607141826963318.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520670/520670_更新招募说明书_20260715.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520670/520670_更新招募说明书_20260715.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
172,513140,SH,华泰柏瑞中证香港300金融服务ETF(QDII),2026-01-14,2026-01-14,2026-03-18,2026-09-09,34,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T 日后的第 2 个港股通交收日后的第 2 个工作日内,T 日,代收代付,T+7 日（指开放日）内,PASS,fund_document,及时查询并妥善行使合法权利。 3、申购和赎回的清算交收与登记本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 （1）申购的清算交收投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记结算华泰柏瑞中证港股通金融服务交易型开放式指数证券投资基金（QDII） 39 机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人通过登,PENDING,not_found,T+2清算；T+2交收,T 日（指上海证券交易所与香港交易所的共同交易日）日终，基金管理人已买入的证券，依据申购的替代金额与被替代证券的实际买入成本（包括买入价格与相关交易费用）的差额，确定基金应退还投资者或投资者应补交的款项,T 日后的第 2 个港股通交收日后的第 2 个工作日内，基金管理人将应支付的赎回替代金额与相关申购赎回代理机构办理交收,PENDING,"https://fund.eastmoney.com/gonggao/513140,AN202601131816986071.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513140/513140_更新招募说明书_20260114.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513140/513140_更新招募说明书_20260114.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
173,513040,SH,易方达中证港股通互联网ETF,2026-03-28,2026-03-28,2026-08-11,2026-09-09,30,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+2 日,T 日后的三个港股通交易日内,T 日收市后,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,信息泄露的风险等。 5、根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算） 交收，T 日可卖出和赎回， 而T 日申购的基金份额且日终完成逐笔全额非担保交收，T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 投资者投资于本基金前请认真阅读证券交易所和登记结算机构关于 ETF 的相关业务规则及其不时的更新， 确保具备相关专业知识、 清楚了解相关规则流程后方可参与本基金的申购、 赎回及交易。 投资者一旦申购或赎回本基金， 即表示对基金申购和赎回所涉及的登记方式以及申购赎回所涉及现金替代、现金差额等相关的交收方式及业务规则已经认可。 6、基金管理人提醒投,PASS,fund_specific_explicit,T+1清算；T+2交收,T 日后的三个港股通交易日内， 基金管理人将成份证券的应退款或补款与相关申购赎回代理券商办理交收， 当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延,T 日内卖出组合证券中被替代的成份证券,PASS,"https://fund.eastmoney.com/gonggao/513040,AN202603271820809073.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513040/513040_更新招募说明书_20260328.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513040/513040_更新招募说明书_20260328.txt,
174,159128,SZ,天弘国证港股通科技ETF,2026-03-07,2026-03-07,2026-06-26,2026-09-09,31,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T 日,T+2 日内,T 日（指港股通交易日）后的第 2 个港股招募说明书（更新） 42 通交易日后的 3 个工作日内,T 日,招募书未直接说明,自有效赎回申请之日起 7 个工作日内,PASS,fund_document,购、赎回，具体业务的办理时间请参见相关公告。 在目前结算规则下，投资者当日申购的基金份额，清算交收完成后可卖出和赎回，即 T 日申购的 ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出与赎回，而 T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 目前本基金的申购赎回采用全现金替代模式，申购对价、赎回对价包括现金替代、现金差额及其他对价，即投资人在场内可以现金申购、赎回办理本基金的申购、赎回业务。未来在条件允许的情况下，基金管理人可以在场内开通本基金实物申购赎回方式或者其他现金申购、赎回以外的方式办理,PENDING,not_found,T+2清算；T+2交收,T 日（指港股通交易日）在证券交易所无交易的，取最近交易日的收盘价,T 日（指港股通交易日）内，基金管理人代投资者卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/159128,AN202603061820344693.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159128/159128_更新招募说明书_20260307.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159128/159128_更新招募说明书_20260307.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
175,159740,SZ,大成恒生科技ETF(QDII),2026-08-12,2026-08-12,2026-05-29,2026-09-09,31,必须,YES,updated,T+1,T+1,逐笔全额交收,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2 日内,T 日,T+5 日内,T 日,代收代付,自有效赎回申请之日起 10 个工作日内,PASS,fund_document,数证券投资基金（QDII） 招募说明书 58 在目前结算规则下，投资者当日申购的基金份额，清算交收完成后可卖出和赎回，即 T 日申购的 ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出与赎回；T 日申购的 ETF 份额日间未完成交收的，日终完成逐笔全额非担保交收，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以赎回，T 日可以卖出。 3、申购和赎回的清算交收与登记本基金申购和赎回过程中涉及的申购赎回对价和基金份额的交收适用《深圳证券交易所证券投资基金交易和申购赎回实施细则》、《中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则》和参与各方相关协议的有关规定，其中本基金现金申购业务中的现金替代采用逐笔全额结算处理；,PENDING,not_found,T+2清算；T+2交收,T+1 日日终，若已买入全部被替代证券，则以替代金额与被替代证券的实际买入成本（包括买入价格与交易费用，折算为人民币，折算汇率采用当日汇率）的差额，确定基金应退还投资者或投资者应补交的款项,T+1 日日终，若已卖出全部被替代证券，则以被替代证券的实际卖出金额（扣除相关费用，折算为人民币，折算汇率采用当日汇率）确定基金应支付的替代金额,PENDING,"https://fund.eastmoney.com/gonggao/159740,AN202608111827862424.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159740/159740_更新招募说明书_20260812.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159740/159740_更新招募说明书_20260812.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
176,520630,SH,广发中证港股通互联网ETF,2026-07-06,2026-07-06,2026-07-06,2026-09-09,30,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+2 日,T+3 日（指港股通交易日）内,T 日,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,的交收方式已经认可。 根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即T 日申购的ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出与赎回， 而T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 由于登记结算机构对现金替代采取非净额结算交收模式，当投资者赎回申请被登记结算机构确认后，被赎回的基金份额即被记减，但此时投资者尚未收到赎回现金替代款。投资者投资本基金时需具有证券账户，证券账户是指上海证券交易所 A 股账户或上海证券交易所证券投资基金账户。 本基金以 1 元初始面值进行募集，在市场波动等因素的影响下，存在单位份额净值跌破,PENDING,not_found,T+1清算；T+2交收,T 日日终，基金管理人已买入的证券，依据申购现金替代保证金与被替代证券的实际买入成本（包括买入价格与相关交易费用）的差额，确定基金应退还投资者或投资者应补交的款项,T 日申购、赎回清单中公告 T 日预估现金部分,PENDING,"https://fund.eastmoney.com/gonggao/520630,AN202607051826730021.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520630/520630_更新招募说明书_20260706.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520630/520630_更新招募说明书_20260706.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
177,159143,SZ,平安恒生中国央企红利ETF,2026-07-29,2026-07-29,2026-07-29,2026-09-09,41,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日日间 RTGS/实时逐笔全额交收；日间未完成时 T日日终交收,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T+5 日（指开放日）内,T 日收市后,代收代付,T+7 日（指开放日） 内,PASS,fund_document,、现金替代、现金差额及其他对价的清算交收适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金现金申购业务中的现金替代采用逐笔全额结算（T 日日间 RTGS 交收 +T 日日终逐笔全额非担保交收）处理；现金赎回业务中的现金替代采用代收代付处理；现金申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日现金申购后，正常情况下，如选择采用 RTGS 交收且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的清算交收；T 日日间资金不足或不选择 RTGS 交收的，登记结算机构在 T 日收市后办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在 T+1 日办理现金差额的清算，在 T+2,PENDING,not_found,T+2清算；T+2交收,T 日收盘价（折算为人民币，T 日在证券交易所无交易的，取最近交易日的收盘价,T 日收盘价（折算为人民币，被替代证券 T 日在证券交易所无交易的，取最近交易日的收盘价,PENDING,"https://fund.eastmoney.com/gonggao/159143,AN202607281827422605.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159143/159143_更新招募说明书_20260729.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159143/159143_更新招募说明书_20260729.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
178,159170,SZ,永赢国证港股通互联网ETF,,2026-02-06,,2026-09-09,31,必须,YES,initial_only,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T日,T+2 日,T日后的3个港股通交易日内,T 日,代收代付,自有效赎回申请之日起 7 个工作日内,PASS,fund_document,金替代、现金差额及其他对价的清算交收适用深圳证券交易所、中国证券登记结算有限责任公司相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用 RTGS（实时逐笔全额结算）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理机构和基金托管人。 基金管理人与申购赎回代理机构在 T+2 日办理现金差额的交收。 永赢国证港股通互联网交易型开放式指数,PENDING,not_found,T+?清算；T+2交收,T日后的3个港股通交易日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收,T日赎回申请，T日内基金管理人根据所卖出的被替代证券的实际单位卖出成本、实际卖出的相关费用、未卖出的被替代证券的T日收盘价 （折算为人民币，折算汇率采用当天的估值汇率,PENDING,"https://fund.eastmoney.com/gonggao/159170,AN202602051819794759.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159170/159170_招募说明书_20260206.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159170/159170_招募说明书_20260206.txt,东财暂未找到更新招募书，继续监测；向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
179,159285,SZ,华安国证港股通消费主题ETF,2026-06-26,2026-06-26,2026-06-26,2026-09-09,51,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T 日后的 3 个港股通交易日内,T 日,代收代付,T 日后的 5 个港股通交易日内,PASS,fund_document,金份额的交收适用业务规则的规定和参与各方相关协议的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement， 简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 1）申购的清算交收投资者 T 日申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。 基金管理人在 T+1 日办理现金差额的清算，并将结果发送给申购赎回代理券商、 基金管理人和基金托管人。基金,PENDING,risk_or_non_operational,T+1清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价，交易日无收盘价的，取最后成交价）计算被替代证券的单位结算成本，在此基础上根据替代证券数量和申购替代金额确定基金应退还投资者或投资者应补交的款项,T 日赎回申请，基金管理人在收到赎回确认信息后，根据赎回申请代理卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/159285,AN202606251823852426.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159285/159285_更新招募说明书_20260626.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159285/159285_更新招募说明书_20260626.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
180,513590,SH,鹏华中证港股通消费主题ETF,2026-04-08,2026-04-08,2026-04-08,2026-09-09,50,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,待人工复核,T 日,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,交收适用《业务规则》 和参与各方相关协议的有关规定。 本基金申购业务采用实时逐笔全额结算 （Real Time Gross Settlement ， 以下简称 RTGS）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者 T 日申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构 29 在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在 T+1 日内办理现金差额的清算， 在 T+2 日内办理现金差额的交收。 投资者 T 日赎回成功后，正,PASS,fund_specific_explicit,T+2清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合证券的代理卖出,PASS,"https://fund.eastmoney.com/gonggao/513590,AN202604071821047293.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513590/513590_更新招募说明书_20260408.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513590/513590_更新招募说明书_20260408.txt,
181,159179,SZ,工银瑞信中证港股通互联网ETF,,2026-02-13,,2026-09-09,31,必须,YES,initial_only,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日日间 RTGS/实时逐笔全额交收；日间未完成时 T日日终交收,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2 日,T+2 日,T+6 日 （指开放日） 内,T 日,代收代付,T+6 日（指开放日）内,PASS,fund_document,金替代、 现金差额及其他对价的清算交收适用深圳证券交易所、登记机构的相关规定和参与各方相关协议的有关规定。 本基金现金申购业务中的现金替代采用实时逐笔全额结算（RTGS）与日终逐笔全额非担保交收的方式处理； 现金赎回业务涉及的现金替代采用代收代付处理； 现金申购、 赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日提交的现金申购申请受理后，日间完成 RTGS 交收部分，登记机构在 T 日日间实时为该投资者办理基金份额登记以及现金替代的交收；日间未完成 RTGS 交收部分， 登记机构在 T 日日终根据勾单情况及资金是否足额为投资者办理基金份额登记与现金替代的交收， 并将结果发送给申购赎回代理券商、 基金管理人和基金托管人。 基金管理人在 T+2 日办理现金差额,PENDING,not_found,T+2清算；T+2交收,T+6 日 （指开放日） 内， 基金管理人将应退款或补款的明细及汇总数据发送给登记机构， 登记机构办理现金替代多退少补资金的清算， 并将结果发送给申购赎回代理券商和结算参与人， 由相关申购赎回代理券商和结算参与人办理交收,T 日根据赎回申请代投资者卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/159179,AN202602121819901540.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159179/159179_招募说明书_20260213.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159179/159179_招募说明书_20260213.txt,东财暂未找到更新招募书，继续监测；向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
182,159265,SZ,鹏华国证港股通消费主题ETF,2026-05-08,2026-05-08,2026-05-08,2026-09-09,51,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T 日后的第 2 个工作日内,T 日,代收代付,T 日,PASS,fund_document,《业务规则》和参与各方相关协议的有关规定。 本基金现金申购业务中的现金替代采用实时逐笔全额结算 （ Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 29 （1）申购的清算交收投资者 T 日申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收； T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。登记机构在 T+1 日办理现金差额的清算，并将结果发送给申购赎回代理券商、基金管理人和基金托管人。,PENDING,not_found,T+1清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，T 日内，基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/159265,AN202605071822033847.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159265/159265_更新招募说明书_20260508.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159265/159265_更新招募说明书_20260508.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
183,520720,SH,国泰中证港股通汽车产业主题ETF,2025-11-12,2025-11-12,2026-01-30,2026-09-09,50,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,T 日后的 3 个港股通交收日内,T 日收市后,代收代付,T 日后的第 3 个港股通交收日后的两个工作日内,PASS,fund_document,程中涉及的基金份额、现金替代、现金差额及其他对价的清算交收适用上海证券交易所、登记机构相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement）模式； 赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收；在 T+1 日内办理现金差额的清算，并将结果发送给基金管理人、 申购赎回代理券商和基金托管人。基金管理人与申购赎回代理,PENDING,not_found,T+1清算；T+2交收,T 日后的 3 个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理券商办理交收,T 日后的 3 个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理券商办理交收,PENDING,"https://fund.eastmoney.com/gonggao/520720,AN202511111779403329.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520720/520720_更新招募说明书_20251112.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520720/520720_更新招募说明书_20251112.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
